employee_id,current_skill
229,Salesforce
229,Negotiation
229,Communication
230,MLOps
230,Python
230,AWS
230,PyTorch
230,Statistics
230,Docker
231,MLOps
231,CI/CD
231,AWS
231,Kubernetes
231,Cloud
231,Terraform
231,Docker
232,Java
232,Python
232,System Design
232,AWS
232,Kubernetes
233,Python
233,Statistics
234,MLOps
234,Python
234,Machine Learning
234,AWS
234,Statistics
234,Docker
234,Communication
235,Excel
235,Workday
235,Conflict Resolution
236,Communication
237,Excel
237,Workday
237,Conflict Resolution
237,HR Compliance
237,Communication
238,Excel
238,Workday
238,Conflict Resolution
238,HR Compliance
238,Communication
239,Excel
239,Data Visualization
240,AWS
240,Python
240,Research Methods
241,Excel
241,Data Visualization
241,Tableau
241,SQL
241,Statistics
242,AWS
242,Research Methods
242,Statistics
243,Python
243,AWS
243,Kubernetes
244,MLOps
244,AWS
244,Kubernetes
244,Cloud
244,Terraform
245,Java
245,Python
245,System Design
245,AWS
245,Kubernetes
245,Communication
246,Excel
246,Data Visualization
246,SQL
246,Statistics
247,Java
247,Python
247,System Design
247,AWS
247,Kubernetes
248,Conflict Resolution
248,HR Compliance
249,Excel
249,Workday
249,Conflict Resolution
249,HR Compliance
249,Communication
250,Excel
250,Workday
250,Conflict Resolution
250,Communication
251,Excel
251,Data Visualization
251,Tableau
251,Statistics
252,Salesforce
252,Negotiation
252,Communication
252,CRM Tools
253,Java
253,Kubernetes
253,Docker
254,AWS
254,Python
254,Research Methods
254,Statistics
255,Negotiation
255,CRM Tools
256,Tableau
256,SQL
256,Statistics
257,Excel
257,Workday
257,Conflict Resolution
258,Java
258,Python
258,System Design
258,AWS
258,Kubernetes
259,Research Methods
259,Statistics
260,Salesforce
260,Negotiation
260,CRM Tools
261,Excel
261,SQL
262,AWS
262,Statistics
263,CI/CD
263,AWS
263,Kubernetes
263,Cloud
263,Docker
264,Salesforce
264,Communication
265,Data Visualization
265,Tableau
265,Statistics
266,MLOps
266,AWS
266,Kubernetes
266,Cloud
266,Terraform
266,Docker
267,Salesforce
267,CRM Tools
268,Excel
268,Communication
269,Excel
269,Workday
269,Conflict Resolution
269,HR Compliance
269,Communication
270,Python
270,Statistics
271,Excel
271,Workday
271,HR Compliance
271,Communication
272,MLOps
272,AWS
272,Kubernetes
272,Cloud
272,Docker
273,Python
273,AWS
273,PyTorch
274,AWS
274,Python
274,Research Methods
274,Statistics
275,MLOps
275,Python
275,Machine Learning
275,AWS
275,PyTorch
275,Statistics
275,Docker
276,MLOps
276,CI/CD
276,AWS
276,Cloud
276,Docker
277,AWS
277,Python
277,Research Methods
278,MLOps
278,CI/CD
278,Kubernetes
278,Cloud
278,Terraform
279,AWS
279,Research Methods
279,Statistics
280,Excel
280,Workday
280,Conflict Resolution
280,Communication
281,Excel
281,Data Visualization
281,SQL
281,Statistics
282,MLOps
282,Python
282,Machine Learning
282,AWS
282,Statistics
282,Docker
283,Data Visualization
283,Tableau
283,SQL
283,Statistics
284,AWS
284,Kubernetes
284,Docker
285,Data Visualization
285,Tableau
286,Workday
286,Conflict Resolution
286,HR Compliance
286,Communication
287,Python
287,AWS
287,Kubernetes
287,Docker
288,Python
288,Research Methods
289,Excel
289,Salesforce
289,Negotiation
289,Communication
289,CRM Tools
290,Excel
290,Workday
290,HR Compliance
290,Communication
291,MLOps
291,CI/CD
291,Cloud
291,Terraform
292,Java
292,Python
292,System Design
292,AWS
292,Kubernetes
293,Excel
293,Data Visualization
293,Tableau
293,SQL
293,Statistics
294,Python
294,Research Methods
294,Statistics
295,AWS
295,Kubernetes
295,Cloud
295,Terraform
295,Docker
295,Communication
296,Java
296,Python
296,System Design
296,AWS
297,Workday
297,Communication
298,SQL
298,Statistics
299,Excel
299,Workday
299,Conflict Resolution
299,HR Compliance
299,Communication
300,Excel
300,HR Compliance
300,Communication
301,Salesforce
301,Negotiation
301,Communication
301,CRM Tools
302,Conflict Resolution
302,Communication
303,Excel
303,Workday
303,HR Compliance
304,Excel
304,Workday
304,Conflict Resolution
304,HR Compliance
304,Communication
305,Python
305,Machine Learning
305,PyTorch
305,Docker
306,Python
306,AWS
306,PyTorch
306,Statistics
306,Excel
307,Excel
307,Workday
307,Conflict Resolution
307,HR Compliance
307,Communication
308,Excel
308,Salesforce
308,Negotiation
308,Communication
308,CRM Tools
309,Excel
309,Workday
309,HR Compliance
309,Communication
310,Excel
310,Workday
310,Conflict Resolution
310,HR Compliance
310,Communication
311,CI/CD
311,AWS
311,Cloud
311,Docker
312,CI/CD
312,AWS
312,Kubernetes
312,Cloud
312,Terraform
312,Communication
313,Data Visualization
313,Tableau
313,Statistics
313,Communication
314,Excel
314,Negotiation
314,Communication
314,CRM Tools
315,Python
315,AWS
315,PyTorch
315,Docker
316,Python
316,Research Methods
317,Java
317,Python
317,System Design
317,AWS
317,Kubernetes
317,Docker
318,AWS
318,Python
318,Research Methods
319,Java
319,System Design
319,AWS
319,Docker
319,Excel
320,Excel
320,Salesforce
320,Communication
321,Excel
321,Communication
322,Excel
322,Workday
322,Conflict Resolution
322,HR Compliance
322,Communication
323,MLOps
323,CI/CD
323,AWS
323,Kubernetes
323,Cloud
323,Terraform
323,Docker
324,MLOps
324,Python
324,Machine Learning
324,AWS
324,PyTorch
324,Statistics
324,Docker
325,System Design
325,AWS
325,Kubernetes
326,Tableau
326,SQL
326,Statistics
327,Python
327,PyTorch
327,Statistics
327,Docker
328,Data Visualization
328,SQL
328,Statistics
329,Excel
329,Workday
329,Conflict Resolution
329,HR Compliance
329,Communication
330,AWS
330,Research Methods
330,Statistics
331,Java
331,Python
331,System Design
331,AWS
331,Kubernetes
331,Docker
332,Python
333,Python
333,System Design
333,AWS
333,Kubernetes
333,Docker
334,Salesforce
334,Negotiation
334,Communication
334,CRM Tools
335,Python
335,Machine Learning
335,AWS
335,PyTorch
335,Statistics
336,AWS
336,Python
336,Research Methods
336,Statistics
337,MLOps
337,CI/CD
337,Kubernetes
337,Terraform
337,Communication
338,Java
338,AWS
338,Kubernetes
338,Docker
339,Excel
339,Data Visualization
339,Tableau
339,SQL
339,Statistics
339,Communication
340,Excel
340,Workday
340,Conflict Resolution
341,Java
341,Python
341,System Design
341,AWS
341,Kubernetes
341,Docker
342,MLOps
342,Python
342,Machine Learning
342,AWS
342,PyTorch
342,Statistics
342,Docker
343,Excel
343,Data Visualization
343,Tableau
343,Statistics
344,Workday
344,Conflict Resolution
345,Java
345,Python
345,System Design
345,Kubernetes
346,Excel
346,Data Visualization
347,AWS
347,Python
347,Statistics
348,MLOps
348,Python
348,Machine Learning
348,AWS
348,PyTorch
349,Java
349,System Design
349,AWS
349,Kubernetes
349,Docker
349,Communication
350,Excel
350,Salesforce
351,AWS
351,Python
351,Research Methods
351,Statistics
352,AWS
352,Statistics
353,Excel
353,Workday
353,Conflict Resolution
353,HR Compliance
353,Communication
354,Python
354,Machine Learning
354,AWS
354,PyTorch
354,Statistics
355,MLOps
355,Python
355,Machine Learning
355,AWS
355,PyTorch
355,Docker
356,Conflict Resolution
356,HR Compliance
356,Communication
357,AWS
357,Python
357,Research Methods
357,Statistics
357,Excel
358,MLOps
358,CI/CD
358,AWS
358,Kubernetes
358,Cloud
358,Terraform
358,Docker
359,Excel
359,Conflict Resolution
359,HR Compliance
360,CI/CD
360,AWS
360,Cloud
360,Docker
361,Excel
361,Salesforce
361,Negotiation
361,Communication
361,CRM Tools
362,MLOps
362,Python
362,AWS
362,PyTorch
363,Java
363,Python
363,System Design
363,AWS
363,Docker
364,Excel
364,Salesforce
364,Communication
364,CRM Tools
365,Python
365,System Design
365,AWS
365,Kubernetes
365,Docker
366,MLOps
366,Machine Learning
366,AWS
366,PyTorch
366,Statistics
366,Docker
367,Excel
367,Tableau
367,SQL
367,Statistics
367,Communication
368,MLOps
368,Python
368,AWS
368,PyTorch
368,Docker
369,Python
370,MLOps
370,AWS
370,PyTorch
370,Statistics
371,Excel
371,Workday
371,Conflict Resolution
371,HR Compliance
371,Communication
372,MLOps
372,Python
372,Machine Learning
372,Statistics
373,MLOps
373,Python
373,Machine Learning
373,AWS
373,PyTorch
373,Statistics
373,Docker
373,Communication
374,Excel
374,Communication
374,CRM Tools
375,Excel
375,Communication
375,CRM Tools
376,Java
376,Python
376,System Design
376,Kubernetes
376,Docker
376,Communication
377,CI/CD
377,Cloud
377,Terraform
378,MLOps
378,Machine Learning
378,AWS
378,PyTorch
378,Statistics
378,Docker
379,AWS
380,Excel
380,HR Compliance
380,Communication
381,Excel
381,Data Visualization
381,Tableau
381,SQL
381,Communication
382,Excel
382,Data Visualization
382,Tableau
382,SQL
382,Statistics
383,Java
383,System Design
384,Excel
384,Workday
384,Conflict Resolution
384,HR Compliance
385,Workday
385,Conflict Resolution
385,HR Compliance
385,Communication
386,Excel
386,Workday
386,Conflict Resolution
386,HR Compliance
387,Excel
387,Workday
387,Conflict Resolution
387,HR Compliance
387,Communication
388,AWS
388,Python
388,Research Methods
388,Statistics
389,Excel
389,Data Visualization
389,Tableau
389,Statistics
390,Excel
390,Data Visualization
390,Tableau
390,SQL
391,Research Methods
391,Statistics
392,Python
392,AWS
392,Docker
393,MLOps
393,CI/CD
393,AWS
393,Kubernetes
393,Cloud
393,Terraform
394,Salesforce
394,Negotiation
394,CRM Tools
395,Research Methods
395,Statistics
396,MLOps
396,CI/CD
396,AWS
396,Kubernetes
396,Cloud
396,Terraform
396,Docker
397,Data Visualization
397,SQL
397,Statistics
398,Docker
399,Java
399,Python
399,System Design
399,AWS
399,Kubernetes
399,Docker
399,Excel
400,Excel
400,Conflict Resolution
400,HR Compliance
400,Communication
401,AWS
401,Research Methods
402,Java
402,System Design
403,AWS
403,Research Methods
403,Statistics
404,MLOps
404,Machine Learning
404,AWS
404,PyTorch
404,Statistics
405,MLOps
405,Python
405,Machine Learning
405,Statistics
405,Docker
406,AWS
406,Python
406,Research Methods
406,Statistics
407,Java
407,Python
407,System Design
407,AWS
407,Kubernetes
407,Docker
408,Java
408,Python
408,System Design
408,Kubernetes
408,Docker
409,Java
409,System Design
410,Data Visualization
410,Tableau
411,Java
411,Python
411,System Design
411,AWS
411,Docker
412,Excel
412,Negotiation
412,Communication
412,CRM Tools
413,Excel
413,Salesforce
413,Communication
413,CRM Tools
414,Workday
414,Conflict Resolution
414,HR Compliance
415,MLOps
415,Python
415,AWS
415,PyTorch
415,Statistics
415,Docker
416,MLOps
416,Python
416,Machine Learning
416,AWS
416,PyTorch
416,Statistics
417,MLOps
417,CI/CD
417,AWS
417,Kubernetes
417,Cloud
417,Terraform
417,Docker
418,Excel
418,Conflict Resolution
419,Conflict Resolution
419,Excel
420,Excel
420,Tableau
420,SQL
421,Excel
421,Communication
422,Excel
422,Salesforce
422,Negotiation
422,Communication
422,CRM Tools
423,Python
423,Research Methods
424,AWS
424,Research Methods
424,Communication
425,Conflict Resolution
425,HR Compliance
425,Communication
426,Conflict Resolution
426,HR Compliance
426,Communication
426,Excel
427,MLOps
427,Python
427,AWS
427,PyTorch
427,Statistics
428,Excel
428,Workday
428,Conflict Resolution
428,HR Compliance
428,Communication
429,CI/CD
429,AWS
429,Kubernetes
429,Docker
430,Excel
430,HR Compliance
430,Communication
431,Data Visualization
431,Tableau
431,SQL
431,Statistics
432,Excel
432,Workday
432,Conflict Resolution
432,HR Compliance
432,Communication
433,Excel
433,Workday
433,Conflict Resolution
433,HR Compliance
433,Communication
434,Excel
434,Workday
434,Conflict Resolution
434,HR Compliance
435,Java
435,System Design
435,AWS
435,Kubernetes
435,Docker
435,Communication
436,AWS
436,Python
436,Research Methods
436,Communication
437,Workday
437,Conflict Resolution
437,HR Compliance
437,Communication
438,AWS
438,Python
438,Research Methods
438,Statistics
439,MLOps
439,Python
439,Machine Learning
439,AWS
439,PyTorch
439,Statistics
439,Excel
440,Java
440,System Design
440,AWS
440,Docker
441,MLOps
441,AWS
441,Kubernetes
441,Terraform
442,Java
442,System Design
442,Kubernetes
442,Docker
442,Communication
443,MLOps
443,AWS
443,Kubernetes
443,Cloud
443,Docker
444,Data Visualization
444,Tableau
444,SQL
444,Statistics
445,Salesforce
445,Negotiation
445,CRM Tools
446,MLOps
446,Machine Learning
446,AWS
446,PyTorch
446,Statistics
446,Docker
446,Communication
447,AWS
447,Research Methods
447,Statistics
448,AWS
448,Python
448,Statistics
449,CI/CD
449,Kubernetes
449,Cloud
449,Terraform
449,Docker
450,SQL
450,Statistics
451,MLOps
451,Python
451,Machine Learning
451,AWS
451,PyTorch
451,Statistics
451,Docker
451,Excel
452,Data Visualization
453,Workday
453,Conflict Resolution
453,HR Compliance
453,Communication
453,Excel
454,Excel
454,Data Visualization
454,Tableau
454,SQL
455,MLOps
455,Python
455,Machine Learning
455,AWS
455,Statistics
455,Communication
456,Salesforce
456,Negotiation
456,CRM Tools
457,Excel
457,Workday
457,Conflict Resolution
457,HR Compliance
457,Communication
458,Conflict Resolution
458,Excel
459,Excel
459,Data Visualization
459,Tableau
459,SQL
459,Statistics
460,MLOps
460,Python
460,AWS
460,PyTorch
460,Docker
461,MLOps
461,Kubernetes
461,Cloud
461,Terraform
461,Docker
462,Research Methods
463,Excel
463,SQL
463,Communication
464,Java
464,Python
464,System Design
464,AWS
464,Kubernetes
464,Docker
465,MLOps
465,CI/CD
465,AWS
465,Kubernetes
465,Terraform
465,Docker
466,Java
466,Python
466,System Design
466,AWS
467,Research Methods
467,Statistics
468,MLOps
468,CI/CD
468,AWS
468,Docker
469,Java
469,Python
470,Excel
470,Salesforce
470,Negotiation
470,Communication
470,CRM Tools
471,Python
471,Statistics
472,Data Visualization
472,SQL
473,Excel
473,HR Compliance
473,Communication
474,Excel
474,Salesforce
474,Negotiation
474,Communication
474,CRM Tools
475,Excel
475,Salesforce
475,Negotiation
475,Communication
475,CRM Tools
476,Salesforce
476,Communication
476,CRM Tools
477,MLOps
477,Python
477,Machine Learning
477,AWS
477,PyTorch
477,Statistics
477,Docker
478,Excel
479,MLOps
479,CI/CD
479,AWS
479,Kubernetes
479,Cloud
479,Terraform
479,Docker
479,Excel
480,Workday
480,Communication
481,Java
481,Python
481,System Design
481,AWS
481,Kubernetes
481,Docker
482,MLOps
482,AWS
482,PyTorch
482,Docker
482,Communication
483,Excel
483,Tableau
483,SQL
483,Statistics
484,Research Methods
484,Statistics
485,Java
485,Python
485,AWS
485,Kubernetes
485,Docker
485,Communication
486,MLOps
486,Statistics
487,MLOps
487,Python
487,Machine Learning
487,AWS
487,PyTorch
487,Statistics
487,Docker
488,Excel
488,Data Visualization
488,Tableau
488,SQL
488,Statistics
489,Excel
489,CRM Tools
490,Data Visualization
