2026-08-30 17:45:51 | INFO | Prediction request received
2026-08-30 19:31:03 | INFO | Model attrition_pipeline loaded
2026-08-30 19:31:03 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:31:03 | INFO | Prediction request received
2026-08-30 19:31:03 | INFO | Model attrition_pipeline loaded
2026-08-30 19:31:04 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:31:04 | INFO | Prediction request received
2026-08-30 19:31:04 | INFO | Model attrition_pipeline loaded
2026-08-30 19:31:04 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-08-30 19:31:04 | INFO | Prediction request received
2026-08-30 19:31:04 | INFO | Model attrition_pipeline loaded
2026-08-30 19:31:04 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:31:04 | INFO | Prediction request received
2026-08-30 19:31:04 | INFO | Model attrition_pipeline loaded
2026-08-30 19:31:05 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-08-30 19:31:27 | INFO | Prediction request received
2026-08-30 19:31:29 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:31:44 | INFO | Model attrition_pipeline loaded
2026-08-30 19:31:45 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:32:48 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:42:18 | INFO | Prediction request received
2026-08-30 19:42:18 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:18 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:42:18 | INFO | Prediction request received
2026-08-30 19:42:18 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:19 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:42:19 | INFO | Prediction request received
2026-08-30 19:42:19 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:19 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:42:19 | INFO | Prediction request received
2026-08-30 19:42:19 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:20 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-08-30 19:42:20 | INFO | Prediction request received
2026-08-30 19:42:20 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:20 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:42:20 | INFO | Prediction request received
2026-08-30 19:42:20 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:20 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-08-30 19:42:25 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:42:48 | INFO | Prediction request received
2026-08-30 19:42:55 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:42:57 | INFO | Model attrition_pipeline loaded
2026-08-30 19:42:57 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-08-30 19:43:16 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:51:49 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:52:14 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:53:50 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 19:54:08 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 20:07:03 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 20:20:36 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 20:24:08 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 20:27:10 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 20:33:37 | INFO | Startup: loading intelligence table and attrition model
2026-08-30 20:34:51 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 11:56:40 | INFO | Prediction request received
2026-09-01 11:56:40 | INFO | Model attrition_pipeline loaded
2026-09-01 11:56:40 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 11:56:41 | INFO | Prediction request received
2026-09-01 11:56:41 | INFO | Model attrition_pipeline loaded
2026-09-01 11:56:41 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 11:56:41 | INFO | Prediction request received
2026-09-01 11:56:41 | INFO | Model attrition_pipeline loaded
2026-09-01 11:56:41 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 11:56:42 | INFO | Prediction request received
2026-09-01 11:56:42 | INFO | Model attrition_pipeline loaded
2026-09-01 11:56:42 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-01 11:56:42 | INFO | Prediction request received
2026-09-01 11:56:42 | INFO | Model attrition_pipeline loaded
2026-09-01 11:56:42 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 11:56:42 | INFO | Prediction request received
2026-09-01 11:56:42 | INFO | Model attrition_pipeline loaded
2026-09-01 11:56:43 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-01 11:57:14 | INFO | Prediction request received
2026-09-01 11:57:25 | INFO | Model attrition_pipeline loaded
2026-09-01 11:57:25 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 12:10:14 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 12:12:31 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 12:24:31 | INFO | Prediction request received
2026-09-01 12:24:31 | INFO | Model attrition_pipeline loaded
2026-09-01 12:24:32 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 12:24:32 | INFO | Prediction request received
2026-09-01 12:24:32 | INFO | Model attrition_pipeline loaded
2026-09-01 12:24:32 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 12:24:32 | INFO | Prediction request received
2026-09-01 12:24:32 | INFO | Model attrition_pipeline loaded
2026-09-01 12:24:33 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 12:24:33 | INFO | Prediction request received
2026-09-01 12:24:33 | INFO | Model attrition_pipeline loaded
2026-09-01 12:24:33 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-01 12:24:33 | INFO | Prediction request received
2026-09-01 12:24:33 | INFO | Model attrition_pipeline loaded
2026-09-01 12:24:34 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 12:24:34 | INFO | Prediction request received
2026-09-01 12:24:34 | INFO | Model attrition_pipeline loaded
2026-09-01 12:24:34 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-01 12:24:43 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 12:24:57 | INFO | Prediction request received
2026-09-01 12:25:06 | INFO | Model attrition_pipeline loaded
2026-09-01 12:25:06 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 12:25:07 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 12:25:32 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 12:29:05 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 12:31:31 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:08:48 | INFO | Prediction request received
2026-09-01 13:08:48 | INFO | Model attrition_pipeline loaded
2026-09-01 13:08:49 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 13:08:51 | INFO | Prediction request received
2026-09-01 13:08:51 | INFO | Model attrition_pipeline loaded
2026-09-01 13:08:51 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 13:08:51 | INFO | Prediction request received
2026-09-01 13:08:51 | INFO | Model attrition_pipeline loaded
2026-09-01 13:08:52 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 13:08:53 | INFO | Prediction request received
2026-09-01 13:08:53 | INFO | Model attrition_pipeline loaded
2026-09-01 13:08:53 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-01 13:08:53 | INFO | Prediction request received
2026-09-01 13:08:53 | INFO | Model attrition_pipeline loaded
2026-09-01 13:08:54 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 13:08:54 | INFO | Prediction request received
2026-09-01 13:08:54 | INFO | Model attrition_pipeline loaded
2026-09-01 13:08:54 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-01 13:09:35 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:09:49 | INFO | Prediction request received
2026-09-01 13:10:06 | INFO | Model attrition_pipeline loaded
2026-09-01 13:10:06 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 13:11:24 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:12:59 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:15:03 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:17:12 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:26:47 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:27:25 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:29:07 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:32:38 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:37:35 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:38:28 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:46:05 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 13:50:03 | INFO | Startup: loading intelligence table and attrition model
2026-09-01 16:59:24 | INFO | Prediction request received
2026-09-01 16:59:24 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:24 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 16:59:24 | INFO | Prediction request received
2026-09-01 16:59:24 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:24 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 16:59:24 | INFO | Prediction request received
2026-09-01 16:59:24 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:24 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 16:59:25 | INFO | Prediction request received
2026-09-01 16:59:25 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:25 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-01 16:59:25 | INFO | Prediction request received
2026-09-01 16:59:25 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:25 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 16:59:25 | INFO | Prediction request received
2026-09-01 16:59:25 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:25 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-01 16:59:42 | INFO | Prediction request received
2026-09-01 16:59:50 | INFO | Model attrition_pipeline loaded
2026-09-01 16:59:50 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:00:10 | INFO | Prediction request received
2026-09-01 17:00:10 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:11 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:00:11 | INFO | Prediction request received
2026-09-01 17:00:11 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:11 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:00:11 | INFO | Prediction request received
2026-09-01 17:00:11 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:11 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:00:11 | INFO | Prediction request received
2026-09-01 17:00:11 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:11 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-01 17:00:11 | INFO | Prediction request received
2026-09-01 17:00:11 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:12 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:00:12 | INFO | Prediction request received
2026-09-01 17:00:12 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:12 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-01 17:00:26 | INFO | Prediction request received
2026-09-01 17:00:33 | INFO | Model attrition_pipeline loaded
2026-09-01 17:00:33 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:23:32 | INFO | Prediction request received
2026-09-01 17:23:32 | INFO | Model attrition_pipeline loaded
2026-09-01 17:23:33 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:23:34 | INFO | Prediction request received
2026-09-01 17:23:34 | INFO | Model attrition_pipeline loaded
2026-09-01 17:23:34 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:23:35 | INFO | Prediction request received
2026-09-01 17:23:36 | INFO | Model attrition_pipeline loaded
2026-09-01 17:23:36 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:23:37 | INFO | Prediction request received
2026-09-01 17:23:37 | INFO | Model attrition_pipeline loaded
2026-09-01 17:23:37 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-01 17:23:37 | INFO | Prediction request received
2026-09-01 17:23:37 | INFO | Model attrition_pipeline loaded
2026-09-01 17:23:37 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-01 17:23:37 | INFO | Prediction request received
2026-09-01 17:23:37 | INFO | Model attrition_pipeline loaded
2026-09-01 17:23:37 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-01 17:23:59 | INFO | Prediction request received
2026-09-01 17:24:08 | INFO | Model attrition_pipeline loaded
2026-09-01 17:24:08 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:49:41 | INFO | Prediction request received
2026-09-02 12:49:41 | INFO | Model attrition_pipeline loaded
2026-09-02 12:49:41 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:49:42 | INFO | Prediction request received
2026-09-02 12:49:42 | INFO | Model attrition_pipeline loaded
2026-09-02 12:49:42 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:49:43 | INFO | Prediction request received
2026-09-02 12:49:43 | INFO | Model attrition_pipeline loaded
2026-09-02 12:49:43 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:49:43 | INFO | Prediction request received
2026-09-02 12:49:43 | INFO | Model attrition_pipeline loaded
2026-09-02 12:49:44 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-02 12:49:44 | INFO | Prediction request received
2026-09-02 12:49:44 | INFO | Model attrition_pipeline loaded
2026-09-02 12:49:45 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:49:45 | INFO | Prediction request received
2026-09-02 12:49:45 | INFO | Model attrition_pipeline loaded
2026-09-02 12:49:45 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-02 12:50:38 | INFO | Prediction request received
2026-09-02 12:51:00 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:00 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:51:23 | INFO | Prediction request received
2026-09-02 12:51:23 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:23 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:51:23 | INFO | Prediction request received
2026-09-02 12:51:24 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:24 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:51:24 | INFO | Prediction request received
2026-09-02 12:51:24 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:24 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:51:25 | INFO | Prediction request received
2026-09-02 12:51:25 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:25 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-02 12:51:25 | INFO | Prediction request received
2026-09-02 12:51:26 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:26 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:51:26 | INFO | Prediction request received
2026-09-02 12:51:26 | INFO | Model attrition_pipeline loaded
2026-09-02 12:51:26 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-02 12:51:55 | INFO | Prediction request received
2026-09-02 12:52:04 | INFO | Model attrition_pipeline loaded
2026-09-02 12:52:04 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:54:29 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 12:58:27 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 12:58:44 | INFO | Prediction request received
2026-09-02 12:58:44 | INFO | Model attrition_pipeline loaded
2026-09-02 12:58:45 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:58:46 | INFO | Prediction request received
2026-09-02 12:58:46 | INFO | Model attrition_pipeline loaded
2026-09-02 12:58:46 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:58:47 | INFO | Prediction request received
2026-09-02 12:58:47 | INFO | Model attrition_pipeline loaded
2026-09-02 12:58:47 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:58:48 | INFO | Prediction request received
2026-09-02 12:58:48 | INFO | Model attrition_pipeline loaded
2026-09-02 12:58:48 | INFO | Prediction completed -- risk=HIGH prob=0.7450
2026-09-02 12:58:48 | INFO | Prediction request received
2026-09-02 12:58:48 | INFO | Model attrition_pipeline loaded
2026-09-02 12:58:49 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 12:58:49 | INFO | Prediction request received
2026-09-02 12:58:49 | INFO | Model attrition_pipeline loaded
2026-09-02 12:58:49 | INFO | Prediction completed -- risk=HIGH prob=0.9050
2026-09-02 12:59:16 | INFO | Prediction request received
2026-09-02 12:59:25 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 12:59:26 | INFO | Model attrition_pipeline loaded
2026-09-02 12:59:26 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 13:00:02 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 13:01:46 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 13:05:09 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 13:06:43 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 13:08:29 | INFO | Startup: loading intelligence table and attrition model
2026-09-02 13:08:48 | INFO | Prediction request received
2026-09-02 13:08:48 | INFO | Model attrition_pipeline loaded
2026-09-02 13:08:49 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 13:08:49 | INFO | Prediction request received
2026-09-02 13:08:49 | INFO | Model attrition_pipeline loaded
2026-09-02 13:08:49 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 13:08:49 | INFO | Prediction request received
2026-09-02 13:08:49 | INFO | Model attrition_pipeline loaded
2026-09-02 13:08:50 | INFO | Prediction completed -- risk=HIGH prob=0.9250
2026-09-02 13:08:50 | INFO | Prediction request received
